-118.28548971781649,34.02015080511197,50
-118.28553055009388,34.02015107246999,50
-118.28557137603586,34.02015187450703,50
-118.28561218930783,34.02015321111197,50
-118.28565298357695,34.02015508209964,50
-118.285693752513,34.02015748721085,50
-118.28573448978916,34.02016042611241,50
-118.285775189083,34.02016389839718,50
-118.2858158440772,34.02016790358412,50
-118.28585644846054,34.02017244111836,50
-118.28589699592865,34.02017751037128,50
-118.28593748018501,34.0201831106406,50
-118.28597789494164,34.020189241150455,50
-118.28601823392009,34.020195901051515,50
-118.28605849085224,34.0202030894211,50
-118.28609865948115,34.02021080526332,50
-118.28613873356198,34.02021904750916,50
-118.28617870686273,34.020227815016696,50
-118.28621857316516,34.020237106571194,50
-118.28625832626568,34.020246920885306,50
-118.2862979599761,34.02025725659924,50
-118.28633746812453,34.02026811228091,50
-118.28637684455622,34.02027948642621,50
-118.2864160831344,34.02029137745913,50
-118.28645517774109,34.02030378373204,50
-118.28649412227799,34.020316703525864,50
-118.28653291066722,34.020330135050344,50
-118.28657153685226,34.02034407644428,50
-118.28660999479872,34.02035852577578,50
-118.28664827849515,34.0203734810425,50
-118.28668638195386,34.02038894017196,50
-118.2867242992118,34.02040490102181,50
-118.28676202433128,34.0204213613801,50
-118.28679955140089,34.02043831896561,50
-118.28683687453616,34.02045577142813,50
-118.28687398788054,34.02047371634882,50
-118.28691088560605,34.0204921512405,50
-118.28694756191415,34.02051107354801,50
-118.2869840110365,34.02053048064857,50
-118.28702022723579,34.0205503698521,50
-118.28705620480648,34.02057073840163,50
-118.28709193807559,34.020591583473625,50
-118.2871274214035,34.020612902178414,50
-118.28716264918465,34.02063469156057,50
-118.2871976158484,34.0206569485993,50
-118.28723231585973,34.02067967020887,50
-118.28726674372,34.02070285323902,50
-118.28730089396772,34.0207264944754,50
-118.28733476117928,34.02075059063998,50
-118.28736833996969,34.020775138391535,50
-118.28740162499334,34.020800134326095,50
-118.28743461094467,34.02082557497737,50
-118.28746729255899,34.02085145681726,50
